months_as_customer,age,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
398,53,100/300,2000,1396.43,0,FEMALE,Undergraduate,partner,Single Vehicle Collision,Front Collision,Total Loss,Fire,16,1,1,47430,5270,5270,36890,N
218,43,250/500,500,1521.55,0,FEMALE,Undergraduate,other-relative,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,3,68200,13640,6820,47740,Y
152,33,100/300,1000,1034.27,0,FEMALE,Graduate,partner,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,0,63900,7100,7100,49700,N
212,39,100/300,1000,1255.35,0,FEMALE,Graduate,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,22,2,3,59300,11860,5930,41510,N
242,44,500/1000,2000,1396.89,6000000,FEMALE,Undergraduate,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Police,15,3,2,66900,6690,13380,46830,Y
80,27,500/1000,500,795.31,0,MALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,3,40810,3710,7420,29680,Y
260,43,100/300,500,982.22,0,FEMALE,Graduate,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Fire,18,1,0,75400,15080,7540,52780,N
133,34,500/1000,500,1074.07,0,FEMALE,Graduate,partner,Parked Car,No Collision,Minor Damage,None,8,1,0,4200,420,840,2940,N
290,45,100/300,1000,1311.3,0,FEMALE,Undergraduate,partner,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,0,52650,5850,5850,40950,Y
322,49,250/500,2000,1277.12,0,FEMALE,Doctorate,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,2,42240,7680,7680,26880,N
228,39,500/1000,500,1388.62,0,FEMALE,Graduate,partner,Single Vehicle Collision,Side Collision,Minor Damage,Police,10,1,0,59490,6610,6610,46270,N
195,37,100/300,1000,1406.52,8000000,MALE,Graduate,partner,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,12,1,2,44200,4420,4420,35360,Y
247,39,100/300,500,1558.29,0,FEMALE,Graduate,partner,Vehicle Theft,No Collision,Trivial Damage,Police,5,1,2,7700,770,1540,5390,N
405,57,500/1000,1000,1132.47,4000000,MALE,Graduate,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Police,21,3,3,61440,10240,10240,40960,N
144,37,250/500,2000,1896.91,0,FEMALE,Doctorate,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,3,3,54400,5440,10880,38080,Y
338,47,500/1000,500,1143.46,4000000,MALE,Graduate,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Police,4,1,1,58560,9760,9760,39040,N
121,34,500/1000,500,1285.42,0,MALE,Graduate,partner,Single Vehicle Collision,Front Collision,Major Damage,Fire,11,1,1,67300,6730,6730,53840,Y
398,55,250/500,2000,1305.26,0,MALE,Graduate,partner,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,3,36740,3340,6680,26720,Y
9,30,100/300,1000,1073.83,0,FEMALE,High School,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,1,0,85690,15580,15580,54530,N
115,31,500/1000,1000,1051.67,0,FEMALE,Undergraduate,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,3,34160,0,4270,29890,Y
280,48,250/500,1000,1387.35,0,MALE,Graduate,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Fire,16,1,2,61320,10220,10220,40880,N
254,45,250/500,500,1083.64,0,MALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Total Loss,Police,19,3,0,79680,13280,13280,53120,N
141,30,250/500,1000,1851.78,0,FEMALE,High School,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Fire,13,1,0,61740,6860,6860,48020,N
441,55,250/500,500,1270.29,4000000,MALE,Undergraduate,partner,Parked Car,No Collision,Minor Damage,None,4,1,0,6400,640,640,5120,N
381,55,500/1000,500,1459.99,0,FEMALE,Graduate,partner,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,2,60600,12120,6060,42420,N
191,38,100/300,2000,1253.44,0,FEMALE,Graduate,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,19,3,0,56320,10240,5120,40960,N
145,34,100/300,1000,1142.48,0,FEMALE,Graduate,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,18,1,0,52250,9500,4750,38000,N
479,60,500/1000,1000,1188.45,0,FEMALE,Graduate,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Police,9,2,3,53900,5390,10780,37730,N
215,35,500/1000,1000,1125.4,0,MALE,Graduate,partner,Vehicle Theft,No Collision,Trivial Damage,None,6,1,1,2640,220,440,1980,N
41,33,250/500,500,1294.41,0,MALE,High School,partner,Vehicle Theft,No Collision,Minor Damage,None,8,1,0,8970,1380,1380,6210,N
45,31,100/300,500,1459.5,0,MALE,Graduate,not-in-family,Parked Car,No Collision,Minor Damage,None,6,1,3,6000,1000,1000,4000,N
156,38,100/300,500,1367.99,0,MALE,High School,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,23,3,3,55200,11040,5520,38640,Y
246,45,250/500,500,1594.37,0,MALE,Undergraduate,own-child,Parked Car,No Collision,Trivial Damage,None,13,1,3,7260,660,1320,5280,N
178,39,100/300,500,1035.99,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Police,3,3,0,64680,11760,11760,41160,N
237,43,250/500,500,911.53,0,FEMALE,Doctorate,partner,Single Vehicle Collision,Rear Collision,Major Damage,Police,23,1,1,59200,0,11840,47360,N
127,34,500/1000,500,1319.97,0,FEMALE,Undergraduate,own-child,Vehicle Theft,No Collision,Minor Damage,None,8,1,3,4700,470,940,3290,N
1,33,250/500,2000,1391.63,0,MALE,Undergraduate,partner,Single Vehicle Collision,Side Collision,Total Loss,Police,23,1,3,69400,6940,6940,55520,N
5,21,250/500,500,915.41,5000000,FEMALE,High School,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,23,1,0,40500,4050,4050,32400,N
64,28,500/1000,1000,1468.82,0,MALE,Graduate,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,9,3,1,60000,5000,10000,45000,N
142,30,500/1000,500,1412.76,0,MALE,Doctorate,partner,Single Vehicle Collision,Side Collision,Minor Damage,Police,22,1,3,67320,11220,11220,44880,N
97,27,500/1000,500,1588.26,0,FEMALE,High School,partner,Multi-vehicle Collision,Side Collision,Total Loss,Police,22,3,1,75690,8410,8410,58870,N
121,31,100/300,1000,1140.91,0,MALE,Undergraduate,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Fire,15,3,2,64300,6430,6430,51440,Y
225,43,100/300,1000,1517.54,0,MALE,Graduate,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,0,64400,6440,6440,51520,N
425,53,250/500,2000,912.29,0,FEMALE,High School,partner,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,17,3,2,97080,16180,16180,64720,N
285,44,250/500,2000,1144.3,0,MALE,Graduate,not-in-family,Vehicle Theft,No Collision,Minor Damage,Police,3,1,0,5500,500,500,4500,N
192,38,500/1000,1000,1281.43,0,FEMALE,Graduate,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Police,10,3,2,30700,3070,6140,21490,N
285,48,100/300,2000,1101.85,0,FEMALE,Undergraduate,partner,Single Vehicle Collision,Side Collision,Minor Damage,Police,9,1,2,33480,3720,3720,26040,N
98,26,500/1000,2000,1082.1,0,MALE,Graduate,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Police,13,2,1,65430,14540,7270,43620,N
175,36,500/1000,500,1185.44,0,MALE,Graduate,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Police,15,3,1,42680,3880,7760,31040,Y
259,45,500/1000,2000,1175.07,0,MALE,Graduate,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,1,87780,7980,7980,71820,N
140,36,500/1000,2000,979.26,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,4,2,72800,14560,14560,43680,N
231,37,250/500,500,920.81,0,FEMALE,High School,partner,Single Vehicle Collision,Rear Collision,Major Damage,Fire,14,1,0,71190,0,7910,63280,Y
186,38,100/300,500,922.85,0,MALE,High School,partner,Vehicle Theft,No Collision,Trivial Damage,None,7,1,1,3600,400,400,2800,N
229,41,250/500,2000,1107.59,3000000,MALE,Doctorate,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,23,1,3,62640,10440,10440,41760,N
180,36,100/300,500,1272.46,0,MALE,Undergraduate,partner,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,7,3,1,69630,12660,6330,50640,N
188,33,250/500,1000,1340.24,0,MALE,High School,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,8,3,0,76010,13820,6910,55280,Y
214,40,100/300,1000,1648,0,MALE,Graduate,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,0,44220,8040,4020,32160,N
178,38,250/500,500,1381.14,0,FEMALE,Undergraduate,partner,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,10,3,3,57200,5200,10400,41600,N
55,35,500/1000,500,1198.44,8000000,MALE,Graduate,partner,Vehicle Theft,No Collision,Minor Damage,Police,9,1,3,3080,560,560,1960,N
90,31,250/500,2000,951.27,0,FEMALE,Doctorate,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Police,2,1,0,75790,13780,6890,55120,N
135,30,500/1000,2000,1341.24,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,3,1,32670,5940,2970,23760,N
277,46,250/500,2000,1177.57,0,FEMALE,Undergraduate,partner,Vehicle Theft,No Collision,Minor Damage,Police,4,1,3,3870,430,860,2580,N
211,38,250/500,1000,1055.09,0,FEMALE,Graduate,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,12,1,3,91520,8320,16640,66560,Y
156,32,250/500,500,1479.48,0,MALE,Graduate,partner,Single Vehicle Collision,Front Collision,Major Damage,Police,15,1,3,74690,6790,13580,54320,Y
84,30,500/1000,2000,1827.38,0,MALE,Undergraduate,other-relative,Vehicle Theft,No Collision,Trivial Damage,Police,9,1,3,4620,420,840,3360,N
136,32,100/300,500,1169.62,0,FEMALE,Graduate,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,6,1,0,55000,10000,10000,35000,Y
310,48,100/300,500,1516.34,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Major Damage,Police,11,4,2,59400,13200,6600,39600,Y
123,34,500/1000,2000,1270.21,0,FEMALE,Undergraduate,partner,Multi-vehicle Collision,Side Collision,Total Loss,Fire,13,3,1,55260,6140,0,49120,N
243,44,250/500,500,809.11,0,MALE,Graduate,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,1,51400,5140,10280,35980,N
36,37,500/1000,1000,1115.81,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,3,48780,5420,10840,32520,N
146,31,100/300,1000,1457.65,5000000,FEMALE,Undergraduate,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,3,3,52380,5820,5820,40740,N
154,34,100/300,1000,1041.36,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Side Collision,Total Loss,Police,18,4,3,74360,13520,13520,47320,Y
204,40,250/500,1000,1693.83,7000000,MALE,High School,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Police,6,1,0,53400,5340,5340,42720,N
458,59,100/300,1000,1685.69,0,FEMALE,High School,partner,Single Vehicle Collision,Front Collision,Total Loss,Police,23,1,2,71800,14360,14360,43080,N
147,31,250/500,500,1054.92,6000000,FEMALE,Doctorate,own-child,Single Vehicle Collision,Front Collision,Major Damage,Police,4,1,0,68240,8530,0,59710,Y
279,45,250/500,2000,1333.97,6000000,FEMALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Major Damage,Police,21,3,0,61050,11100,11100,38850,Y
308,47,100/300,1000,1013.61,6000000,FEMALE,Undergraduate,own-child,Parked Car,No Collision,Minor Damage,None,7,1,1,5590,860,860,3870,N
284,48,500/1000,500,958.3,0,FEMALE,Doctorate,partner,Multi-vehicle Collision,Side Collision,Major Damage,Fire,19,3,0,46860,8520,8520,29820,N
108,31,250/500,2000,1112.04,6000000,FEMALE,Doctorate,own-child,Parked Car,No Collision,Minor Damage,None,5,1,3,4290,780,780,2730,N
421,57,250/500,2000,1206.26,0,FEMALE,Undergraduate,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Police,22,3,0,78500,15700,7850,54950,N
266,42,500/1000,1000,763.67,0,MALE,Undergraduate,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,12,1,3,70830,7870,7870,55090,N
412,56,250/500,500,1042.56,0,MALE,High School,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Police,19,3,2,68040,15120,7560,45360,N
31,32,100/300,2000,1263.48,4000000,FEMALE,Graduate,partner,Single Vehicle Collision,Side Collision,Major Damage,Fire,10,1,0,63600,5300,10600,47700,Y
465,63,250/500,500,1006.99,6000000,FEMALE,Graduate,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Police,7,1,3,43560,4840,4840,33880,N
126,31,250/500,1000,1328.26,0,MALE,Graduate,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Police,17,1,1,60840,13520,6760,40560,N
407,55,100/300,1000,1250.08,5000000,FEMALE,Doctorate,partner,Multi-vehicle Collision,Side Collision,Total Loss,Police,0,3,3,68160,11360,11360,45440,N
101,27,500/1000,500,982.7,6000000,FEMALE,Undergraduate,partner,Parked Car,No Collision,Minor Damage,None,9,1,0,5170,940,470,3760,N
187,37,500/1000,1000,1412.06,5000000,FEMALE,Graduate,not-in-family,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,21,1,3,57700,5770,5770,46160,N
252,46,500/1000,2000,1066.7,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Police,22,3,2,89520,14920,14920,59680,N
229,43,250/500,2000,1585.54,0,MALE,High School,not-in-family,Vehicle Theft,No Collision,Minor Damage,None,3,1,0,4620,420,840,3360,N
246,39,250/500,1000,1416.08,0,FEMALE,Graduate,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,16,1,3,45180,5020,5020,35140,N
190,38,250/500,500,1246.03,0,MALE,Graduate,partner,Single Vehicle Collision,Side Collision,Total Loss,Police,14,1,0,45100,9020,4510,31570,N
95,32,500/1000,2000,1356.64,0,MALE,Graduate,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,3,83160,15120,15120,52920,N
205,42,100/300,2000,1387.7,4000000,FEMALE,High School,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Police,19,1,1,86130,15660,15660,54810,N
41,25,100/300,1000,1004.14,0,MALE,Graduate,partner,Multi-vehicle Collision,Front Collision,Major Damage,Fire,13,3,3,48000,9600,4800,33600,N
137,35,500/1000,500,1107.07,0,FEMALE,High School,partner,Vehicle Theft,No Collision,Minor Damage,Police,21,1,0,3300,600,600,2100,N
194,34,100/300,500,1429.96,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,11,3,2,57200,11440,5720,40040,N
128,35,250/500,1000,1074.99,0,FEMALE,Undergraduate,partner,Vehicle Theft,No Collision,Trivial Damage,Police,16,1,0,7590,1380,690,5520,N
150,37,500/1000,1000,1007,0,FEMALE,Doctorate,partner,Single Vehicle Collision,Rear Collision,Total Loss,Police,9,1,2,80080,12320,12320,55440,N
104,30,100/300,500,1052.85,0,FEMALE,Graduate,other-relative,Vehicle Theft,No Collision,Minor Damage,Police,8,1,0,4800,960,480,3360,N
163,37,500/1000,1000,1200.33,4000000,FEMALE,High School,own-child,Vehicle Theft,No Collision,Minor Damage,Police,7,1,1,3900,390,780,2730,Y
80,26,100/300,1000,1343,0,MALE,Graduate,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Police,12,1,0,90400,9040,9040,72320,N
65,29,250/500,2000,1441.6,5000000,FEMALE,Graduate,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,21,3,0,62900,6290,12580,44030,N
179,32,100/300,1000,1433.42,6000000,FEMALE,Undergraduate,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,2,54200,5420,10840,37940,Y
372,50,500/1000,2000,1368.57,0,FEMALE,Graduate,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Police,18,3,2,51800,5180,10360,36260,N
398,55,250/500,500,862.19,0,MALE,High School,partner,Vehicle Theft,No Collision,Trivial Damage,Police,7,1,3,6600,600,1200,4800,N
213,35,250/500,500,871.46,0,MALE,Graduate,partner,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,0,74140,13480,6740,53920,N
79,25,500/1000,500,1863.04,0,FEMALE,Undergraduate,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Fire,0,1,1,67800,13560,6780,47460,N
232,44,250/500,2000,1181.64,0,MALE,Undergraduate,partner,Single Vehicle Collision,Rear Collision,Major Damage,Fire,22,1,1,55400,5540,11080,38780,Y
230,37,500/1000,1000,1060.74,0,MALE,Doctorate,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,15,1,3,49100,9820,4910,34370,Y
234,41,100/300,500,951.56,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,1,98280,15120,7560,75600,Y
240,40,100/300,500,1533.71,9000000,FEMALE,Graduate,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,2,2,66550,6050,12100,48400,N
143,33,500/1000,1000,1200.09,0,FEMALE,Undergraduate,partner,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,3,2,70400,14080,7040,49280,N
266,42,100/300,500,1093.83,4000000,MALE,Undergraduate,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,1,53280,4440,8880,39960,Y
89,32,250/500,1000,988.93,0,FEMALE,High School,partner,Single Vehicle Collision,Front Collision,Total Loss,Police,11,1,3,84590,15380,15380,53830,N
229,37,500/1000,1000,1331.94,0,FEMALE,Graduate,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,2,54560,9920,9920,34720,N
245,40,500/1000,1000,1361.45,0,MALE,Doctorate,partner,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,1,2,82170,7470,7470,67230,N
50,44,250/500,2000,1188.51,0,MALE,Undergraduate,partner,Multi-vehicle Collision,Front Collision,Total Loss,Police,15,3,2,61100,6110,12220,42770,N
230,43,500/1000,2000,1101.83,0,MALE,High School,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Police,0,3,3,51900,5190,10380,36330,Y
17,39,250/500,1000,840.95,0,FEMALE,Graduate,partner,Parked Car,No Collision,Trivial Damage,Police,9,1,1,3440,430,430,2580,N
163,36,250/500,1000,1503.21,0,MALE,Graduate,partner,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,1,1,1,51390,5710,11420,34260,N
29,32,100/300,1000,1722.5,0,MALE,High School,partner,Single Vehicle Collision,Side Collision,Major Damage,Police,22,1,2,76900,7690,7690,61520,N
232,42,100/300,500,944.03,0,MALE,Undergraduate,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Police,11,1,3,77000,15400,7700,53900,Y
235,39,500/1000,2000,1453.61,4000000,MALE,Graduate,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Police,10,1,3,60320,9280,9280,41760,Y
295,46,100/300,500,1672.88,0,FEMALE,High School,partner,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,5,1,1,60700,12140,6070,42490,N
22,21,250/500,1000,1248.05,0,FEMALE,High School,partner,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,3,2,53280,5920,0,47360,N
286,43,100/300,500,1564.43,3000000,FEMALE,Graduate,partner,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,18,1,2,34290,3810,3810,26670,N
257,44,100/300,1000,1280.88,0,MALE,Graduate,other-relative,Single Vehicle Collision,Rear Collision,Total Loss,Police,21,1,1,46980,0,5220,41760,N
94,26,100/300,500,722.66,0,MALE,Graduate,partner,Multi-vehicle Collision,Front Collision,Major Damage,Fire,6,3,2,36700,3670,7340,25690,N
124,28,250/500,1000,1235.14,0,MALE,Graduate,partner,Multi-vehicle Collision,Side Collision,Total Loss,Police,20,3,1,60200,6020,6020,48160,N
141,30,500/1000,1000,1347.04,0,MALE,High School,own-child,Parked Car,No Collision,Minor Damage,None,6,1,2,6480,540,1080,4860,N
3,38,500/1000,1000,1310.8,0,FEMALE,Graduate,partner,Single Vehicle Collision,Front Collision,Minor Damage,Fire,20,1,1,87200,17440,8720,61040,N
285,41,100/300,1000,1436.79,0,FEMALE,Doctorate,partner,Single Vehicle Collision,Rear Collision,Major Damage,Fire,23,1,3,108480,18080,18080,72320,N
130,34,250/500,500,1383.49,3000000,FEMALE,Graduate,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,3,67500,7500,7500,52500,N
458,62,500/1000,2000,1356.92,5000000,MALE,Undergraduate,partner,Single Vehicle Collision,Rear Collision,Major Damage,Police,2,1,1,46980,5220,5220,36540,N
456,60,250/500,1000,766.19,0,FEMALE,Undergraduate,partner,Parked Car,No Collision,Minor Damage,Police,6,1,3,5060,460,920,3680,N
